	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000099875.15|MKNK2|protein_coding	39.393283631862346	-0.5283043735934286	0.055316702730431926	-9.550539846309157	1.2902219592479412e-21	2.919880162497811e-20
ENSG00000113810.16|SMC4|protein_coding	8.259570206744467	0.6722916395915345	0.07041415136316265	9.547677939398495	1.3263574031276087e-21	2.998402099066025e-20
ENSG00000185187.13|SIGIRR|protein_coding	14.753589644836296	-0.7108454591611918	0.07446291253757738	-9.546302111167984	1.3440837018050828e-21	3.035182729872518e-20
ENSG00000068650.18|ATP11A|protein_coding	2.704385856103747	0.7821456255011673	0.08194181161846224	9.545134651684252	1.3593090398397839e-21	3.066242242140759e-20
ENSG00000115257.15|PCSK4|protein_coding	1.5517545059621418	-1.3688200470289245	0.1434155020438066	-9.54443576546429	1.3685050321402262e-21	3.083648690259323e-20
ENSG00000100650.16|SRSF5|protein_coding	33.8062350826639	-0.4630655695353238	0.048544476714116415	-9.538996006947736	1.4422173751399888e-21	3.246235070199005e-20
ENSG00000271916.1|AC012467.1|lncRNA	1.3970100384968198	-1.4879851974321814	0.15600466925247283	-9.53808116489177	1.454994235053533e-21	3.2691523149386766e-20
ENSG00000041357.16|PSMA4|protein_coding	19.837969126163905	0.39379766394610205	0.041287052497786074	9.53804256109633	1.4555358385372028e-21	3.2691523149386766e-20
ENSG00000101189.7|MRGBP|protein_coding	9.31808054257026	0.5101209116607099	0.05351250634847884	9.532741904084087	1.5318286816773919e-21	3.4368035750486413e-20
ENSG00000142731.11|PLK4|protein_coding	2.929784700290035	0.6659555790688201	0.06986271219427383	9.532346485732397	1.537676015587081e-21	3.4462130314926374e-20
ENSG00000154518.10|ATP5MC3|protein_coding	40.63685756294793	0.39660404046108705	0.041612863782250216	9.530803804718117	1.560700632785626e-21	3.494058355440473e-20
ENSG00000180543.5|TSPYL5|protein_coding	13.541314835705162	1.0914803406299145	0.11453537466553439	9.52963522245638	1.5783685426941057e-21	3.5298214093748117e-20
ENSG00000177946.6|CENPBD1|protein_coding	5.2208762574225815	0.4722967880056768	0.049564955772298025	9.528845141624128	1.5904258234923297e-21	3.552973787679596e-20
ENSG00000262823.1|AC127521.1|lncRNA	1.3784494828899119	-1.5571061682556968	0.16341324122350898	-9.528641354870135	1.5935505309169187e-21	3.556142796135047e-20
ENSG00000136944.19|LMX1B|protein_coding	12.298892404575477	-0.8718551761425664	0.09157866977405557	-9.520286528441853	1.727022197367931e-21	3.849874188207464e-20
ENSG00000264350.1|SNRPGP2|processed_pseudogene	8.723599855225157	0.5468430117455183	0.05745732931695431	9.517376081455943	1.7760682248510974e-21	3.9549775652319897e-20
ENSG00000256673.1|AC141557.1|unprocessed_pseudogene	0.9789228819016528	1.2950701296253442	0.1360778111510201	9.517129344387133	1.7802889806807702e-21	3.9601454881888254e-20
ENSG00000101439.9|CST3|protein_coding	91.10528538391083	-0.7770918411620442	0.08167648947260116	-9.514265931112577	1.8300031401786023e-21	4.0663918390983594e-20
ENSG00000130529.16|TRPM4|protein_coding	10.651624054494194	-0.6442185257197953	0.06772004304721041	-9.512966866702733	1.8530078212927766e-21	4.1087491509792915e-20
ENSG00000178718.7|RPP25|protein_coding	8.146088312858257	0.8108551659812114	0.08523586373225324	9.513075018847777	1.851081724395545e-21	4.1087491509792915e-20
ENSG00000165568.18|AKR1E2|protein_coding	1.0918745480580438	1.2942904801394193	0.13606243071859356	9.512475069744205	1.861791339715343e-21	4.123838139605409e-20
ENSG00000165704.15|HPRT1|protein_coding	27.619652035603057	0.48344735416838414	0.05082322102706746	9.51233204819721	1.864353433888197e-21	4.1251293654492244e-20
ENSG00000128595.17|CALU|protein_coding	47.057690156663035	0.5174717447518474	0.054404855151194975	9.511499356330543	1.8793397332608865e-21	4.153878903537291e-20
ENSG00000157734.14|SNX22|protein_coding	1.2308338607330531	1.5471694354558898	0.16267863653467377	9.51058767403747	1.8958843472820825e-21	4.186008204491573e-20
ENSG00000070193.5|FGF10|protein_coding	4.797499955309437	-2.4737428772929704	0.26011610185548467	-9.510148966738448	1.903896990446416e-21	4.1992513197750953e-20
ENSG00000164346.10|NSA2|protein_coding	18.75235195670234	-0.3904113433178485	0.04107190096576753	-9.505558158684869	1.989780382919681e-21	4.3840372643969253e-20
ENSG00000181458.10|TMEM45A|protein_coding	6.7226235940034815	1.0519475635651774	0.11069942128374716	9.502737696060782	2.0444338262042468e-21	4.4996973853828e-20
ENSG00000115325.13|DOK1|protein_coding	6.348152696880679	-0.7972803228632868	0.08390968128198337	-9.501648804790234	2.065928855716034e-21	4.542210457773132e-20
ENSG00000101945.17|SUV39H1|protein_coding	4.272926900299292	0.5061629255563664	0.05328724140632284	9.49876391042279	2.1239643281590268e-21	4.6648881445541195e-20
ENSG00000168268.11|NT5DC2|protein_coding	11.01980660519913	0.7411758680371032	0.07808675554756689	9.49169757201159	2.273020036785276e-21	4.987005960706896e-20
ENSG00000109501.14|WFS1|protein_coding	19.915677570181224	-0.6029595695659596	0.06353709785962114	-9.489882129935152	2.312956542716663e-21	5.06929055939468e-20
ENSG00000072310.17|SREBF1|protein_coding	44.03814185659171	-0.7791325760368443	0.08216522701255558	-9.48250986902021	2.4823906789626204e-21	5.4349232060523e-20
ENSG00000151552.12|QDPR|protein_coding	28.55838425016792	-0.9088261737526669	0.09585707198118198	-9.481055022534816	2.5172494453888943e-21	5.505459621221482e-20
ENSG00000179163.12|FUCA1|protein_coding	31.47657946589683	-0.5199051962527025	0.05484341427758595	-9.479810896186006	2.547443056204533e-21	5.565655725416255e-20
ENSG00000197249.14|SERPINA1|protein_coding	54.60555775350713	-1.4656518179628504	0.15461372105947463	-9.479442108498663	2.556461778018491e-21	5.579511292066954e-20
ENSG00000051180.17|RAD51|protein_coding	3.5626284064320086	0.6809927326236955	0.07185813718583116	9.476904903095265	2.6193712138437048e-21	5.710832030349826e-20
ENSG00000102316.17|MAGED2|protein_coding	290.43394352183134	-0.7607448696915035	0.08028242244818012	-9.475858431931863	2.6457620967286585e-21	5.762342673157308e-20
ENSG00000106571.15|GLI3|protein_coding	5.729917086076323	-0.8393536720524419	0.0886427820863452	-9.468945494454854	2.826829153439478e-21	6.15027140345919e-20
ENSG00000124635.9|H2BC11|protein_coding	3.562535766569537	1.1385430982490252	0.1203115570036957	9.463289534305103	2.984047123679537e-21	6.48555726786784e-20
ENSG00000134020.8|PEBP4|protein_coding	2.0153984381341004	-3.166309589760444	0.3346161901261997	-9.462511627325258	3.006336402813131e-21	6.527194754566051e-20
ENSG00000137501.17|SYTL2|protein_coding	11.257509211913527	-1.0116480255249327	0.10705055480554684	-9.450189467607634	3.38217934288996e-21	7.335563376051554e-20
ENSG00000079739.17|PGM1|protein_coding	17.628362074124908	0.6134784817786028	0.06495065530914301	9.445300880470784	3.5438469436723504e-21	7.678212250204033e-20
ENSG00000088826.18|SMOX|protein_coding	4.429072927993878	0.8510158015067119	0.09013908809067184	9.441140569900888	3.6874337944348e-21	7.981015843967241e-20
ENSG00000120533.13|ENY2|protein_coding	10.962659936508715	0.4621951250246477	0.04896254333297934	9.439769537325695	3.736002084635701e-21	8.077748075732563e-20
ENSG00000128606.13|LRRC17|protein_coding	5.585208554601942	-1.096247750186196	0.11613706395353811	-9.43925834585212	3.754272329585404e-21	8.10883918813975e-20
ENSG00000170743.17|SYT9|protein_coding	2.2583307325157436	-1.8022166047609842	0.1909464398417334	-9.438335725215707	3.787471232983063e-21	8.172076905700413e-20
ENSG00000135454.14|B4GALNT1|protein_coding	0.4882907396354679	2.023807711419724	0.21449366561983893	9.43527961803147	3.899527630643413e-21	8.398239684334179e-20
ENSG00000100029.18|PES1|protein_coding	19.28026638204357	0.4549213894127823	0.04821504730032755	9.43525755723342	3.900348325306091e-21	8.398239684334179e-20
ENSG00000187123.15|LYPD6|protein_coding	4.030302214709221	-1.3195457326202844	0.13989827056901638	-9.432180449788403	4.016511189962626e-21	8.639436814488237e-20
ENSG00000006016.11|CRLF1|protein_coding	2.7341272138322887	1.705450173315662	0.18083351546383822	9.431051367558608	4.0599874944195126e-21	8.723950448060402e-20
ENSG00000147955.17|SIGMAR1|protein_coding	34.330714331894754	0.4684804886404974	0.04971061157987624	9.424154597006543	4.335842126688031e-21	9.307101693775349e-20
ENSG00000110002.16|VWA5A|protein_coding	6.150677225920658	-0.8141928687717833	0.08640179629425403	-9.423332658489295	4.3699298196150366e-21	9.370622143028416e-20
ENSG00000025039.15|RRAGD|protein_coding	3.793253857313147	0.9301718537571771	0.09872826919641886	9.421535101629402	4.4454051421880224e-21	9.522670028635659e-20
ENSG00000141753.7|IGFBP4|protein_coding	347.7850240382462	-0.7198817463984502	0.07641408042237285	-9.420799706276123	4.47665306557401e-21	9.579761791145698e-20
ENSG00000084693.16|AGBL5|protein_coding	6.630149941007178	0.4299940538104673	0.04564576188625667	9.420240478885132	4.500560709311517e-21	9.621044806582559e-20
ENSG00000152558.15|TMEM123|protein_coding	75.67429306753236	0.6731271710741473	0.07148133799347281	9.416823886755067	4.6493911418498e-21	9.929022496882723e-20
ENSG00000186834.4|HEXIM1|protein_coding	20.18202906796615	-0.5380841973839866	0.05717947928499654	-9.410442419421889	4.940529249950073e-21	1.0539964294443128e-19
ENSG00000196476.12|C20orf96|protein_coding	11.660722781356045	-0.6193519018274039	0.06584405951561223	-9.40634442019101	5.1369231486577534e-21	1.0947739180723269e-19
ENSG00000115091.12|ACTR3|protein_coding	20.408627095221245	0.3741177529631041	0.03977594954382625	9.405627200700533	5.17208070537836e-21	1.1011407368968453e-19
ENSG00000188153.14|COL4A5|protein_coding	4.759202425636973	-1.010979641740273	0.10749639633437408	-9.404777054995957	5.214062546649029e-21	1.1089459761204663e-19
ENSG00000143514.17|TP53BP2|protein_coding	12.355409744041689	0.6198900291423675	0.06591781406359074	9.403983398848165	5.253558933443335e-21	1.1162072257875578e-19
ENSG00000203952.9|CCDC160|protein_coding	3.272022616033687	-1.1497773135462	0.12230070018902447	-9.401232468572436	5.3927634676478495e-21	1.1446167918145022e-19
ENSG00000138346.15|DNA2|protein_coding	2.219408574779936	0.6841890105171436	0.07280310534878208	9.397799822402622	5.571590321875203e-21	1.1813698583809243e-19
ENSG00000275074.2|NUDT18|protein_coding	6.152447906493521	-0.7731738978638316	0.08230336726409317	-9.394195202036983	5.765690554224743e-21	1.2212834168872595e-19
ENSG00000262919.8|CCNQ|protein_coding	11.983481757487386	0.5025178433522307	0.05349325460562646	9.394041305899071	5.7741247086779495e-21	1.2218282365784213e-19
ENSG00000272931.1|AC099568.2|lncRNA	0.7289670080633518	1.5703166701741418	0.16719344672367206	9.392214234146826	5.875193120381501e-21	1.241953856066041e-19
ENSG00000182199.11|SHMT2|protein_coding	20.87799161913422	0.47919877612894557	0.05102583261777043	9.391297535869276	5.926559427749372e-21	1.251542838425331e-19
ENSG00000180198.16|RCC1|protein_coding	16.33766450858448	0.5182852525241473	0.055197539743546	9.389644084358816	6.020334535127478e-21	1.2700590355836238e-19
ENSG00000115053.17|NCL|protein_coding	80.84513457101652	0.29341189641774795	0.03125271120644901	9.388366163803486	6.093815552903591e-21	1.2842608449865475e-19
ENSG00000129295.9|LRRC6|protein_coding	3.927483436776569	-1.0581762439544828	0.11275093982740514	-9.38507692773381	6.28705295972493e-21	1.3236469175711789e-19
ENSG00000164124.11|TMEM144|protein_coding	3.377788619295504	-0.7904594586083787	0.08422982039933403	-9.384555907406737	6.318213132535021e-21	1.32886494774397e-19
ENSG00000087510.7|TFAP2C|protein_coding	23.929277320652318	0.7342117787616973	0.0782628877402245	9.38135302646566	6.513148145934394e-21	1.3684833347349857e-19
ENSG00000143147.14|GPR161|protein_coding	1.7360974322358889	0.9126345658148389	0.09729416966624913	9.38015678581229	6.5874698730719874e-21	1.3827052826227537e-19
ENSG00000248429.5|FAM198B-AS1|lncRNA	1.629767948983325	-1.1951771106872042	0.1274235253848312	-9.37956399399291	6.624609867344182e-21	1.3891020469321406e-19
ENSG00000114993.17|RTKN|protein_coding	11.0883503840374	0.44569180690182275	0.04752770839840079	9.377515178426304	6.7545755294429e-21	1.4149308317605865e-19
ENSG00000105202.9|FBL|protein_coding	71.83060828008091	0.6223389857537975	0.06636696012747939	9.377241093435536	6.772152129668963e-21	1.4171884220752026e-19
ENSG00000159131.17|GART|protein_coding	11.84719847515869	0.3995224092348304	0.0426381713434859	9.370064349531912	7.248831995733996e-21	1.5140646593579837e-19
ENSG00000105926.16|MPP6|protein_coding	0.809256432302632	1.1738743550560118	0.12527937196091238	9.370052999804829	7.249611524441144e-21	1.5140646593579837e-19
ENSG00000018610.15|CXorf56|protein_coding	11.591506176455272	0.3081431074243166	0.032895595075826234	9.367306069825734	7.44073671955617e-21	1.5524251796367293e-19
ENSG00000137494.14|ANKRD42|protein_coding	2.804899723544571	-0.768117963581376	0.082003590889712	-9.366882050499846	7.470679685566149e-21	1.5571137668625526e-19
ENSG00000215845.11|TSTD1|protein_coding	51.1554546767421	-0.6547349843115937	0.06991525146454423	-9.364694692453853	7.627047563369045e-21	1.5881174062267832e-19
ENSG00000214100.8|PLAC9P1|transcribed_unprocessed_pseudogene	3.464781231100894	-2.4243533917744635	0.25901873146874466	-9.359760886895572	7.991734581865735e-21	1.6623924539902947e-19
ENSG00000272666.1|KLHDC7B-DT|lncRNA	0.7523444237759219	1.7901149529276967	0.1912958603034691	9.357834247368885	8.138779829765012e-21	1.6912920039062028e-19
ENSG00000092621.13|PHGDH|protein_coding	11.44731332000966	1.2221740501977874	0.13061986542435905	9.356724156981612	8.224715968959621e-21	1.707447758376747e-19
ENSG00000101367.9|MAPRE1|protein_coding	70.5911639439844	0.3180596036537577	0.03400004602700765	9.35468156134582	8.385191907810443e-21	1.7390303973581398e-19
ENSG00000164329.13|TENT2|protein_coding	9.858134814629262	-0.3853670951040558	0.041201925860973966	-9.3531330648083	8.508909033551658e-21	1.7629343040389384e-19
ENSG00000127824.14|TUBA4A|protein_coding	11.834322698172237	0.873817430816445	0.0934376307337195	9.351879151416714	8.610411732424466e-21	1.7821927680131394e-19
ENSG00000030110.13|BAK1|protein_coding	10.16422617792853	0.4569833137189232	0.04888531117891705	9.348070058230663	8.926154053886276e-21	1.8457125887415836e-19
ENSG00000146072.6|TNFRSF21|protein_coding	16.269669190067383	0.8307124423951032	0.08886707004869604	9.34780950851538	8.948165116155661e-21	1.8484301835087454e-19
ENSG00000175938.7|ORAI3|protein_coding	5.144671450012485	-0.7273624708853386	0.07781326389713557	-9.347538381719444	8.971126712284682e-21	1.8513385550905903e-19
ENSG00000130940.15|CASZ1|protein_coding	3.4864075033219275	-0.668952759302754	0.07157320566975965	-9.346413270761085	9.067036042463488e-21	1.8674331248326728e-19
ENSG00000197253.13|TPSB2|protein_coding	12.122838918030183	-1.3492353142684395	0.1443574234456565	-9.346490690008473	9.060404128426155e-21	1.8674331248326728e-19
ENSG00000187535.14|IFT140|protein_coding	7.185450999515923	-0.6796831325406554	0.07278623154254615	-9.33807284889253	9.810341267864172e-21	2.0185285591914408e-19
ENSG00000178971.16|CTC1|protein_coding	4.617059070714932	-0.5809810691245128	0.06225089116297608	-9.332895614353118	1.0301727251109085e-20	2.1175434033024327e-19
ENSG00000167693.17|NXN|protein_coding	6.456336260072446	0.7821375490014483	0.08380817002191132	9.332473776685035	1.0342821152008332e-20	2.1238957760720163e-19
ENSG00000276644.5|DACH1|protein_coding	7.1699242649237185	-1.3577473624416347	0.14562298863995976	-9.323715816590935	1.1233565286371144e-20	2.3045393825180486e-19
ENSG00000184599.13|TAFA3|protein_coding	1.02126817322885	3.1973026228356853	0.34310425022957586	9.318749682338023	1.1771929652287314e-20	2.4126089453552065e-19
ENSG00000140284.11|SLC27A2|protein_coding	7.9331285387206	-1.5468400592747962	0.16599745324577878	-9.318456572851858	1.1804490309182521e-20	2.416905614089305e-19
ENSG00000200385.1|AL136296.1|snoRNA	2.4906644154237574	-1.3573536635347265	0.14568300131663178	-9.317172568298574	1.1948179283250761e-20	2.4439244435799373e-19
ENSG00000230882.1|AC005077.4|processed_pseudogene	3.0876715424332244	-1.1092320452274826	0.11912915823618114	-9.311171686686139	1.2642983045178167e-20	2.5835068197122406e-19
ENSG00000133835.17|HSD17B4|protein_coding	13.878124066393811	-0.4785341361720656	0.05139452806442844	-9.310993878028665	1.2664168548840608e-20	2.5853013228548954e-19
ENSG00000167778.9|SPRYD3|protein_coding	24.327227930824716	-0.39273353338968053	0.042181469088259954	-9.310570302042587	1.2714778201383258e-20	2.5930931707576444e-19
ENSG00000143178.13|TBX19|protein_coding	1.1906733669843248	0.9459548748725706	0.10164743356656011	9.306234714260114	1.3244441354044677e-20	2.698474009211664e-19
ENSG00000197168.13|NEK5|protein_coding	1.0126542355584818	-1.5663350138898606	0.16838308080082187	-9.302211400578052	1.375544453908395e-20	2.7998508840637377e-19
ENSG00000182700.5|IGIP|protein_coding	4.1948930503938175	-0.6073119216886378	0.06529057784954777	-9.301677848342772	1.3824659110770683e-20	2.8111938521540814e-19
ENSG00000184007.22|PTP4A2|protein_coding	58.4299411172184	-0.5010054469742874	0.053864741406843476	-9.301176129115047	1.3890058299965496e-20	2.821739621307805e-19
ENSG00000185721.13|DRG1|protein_coding	30.05588214332944	0.3528497962756038	0.037938712399022176	9.300521129038055	1.3975898256540274e-20	2.835796764106526e-19
ENSG00000065559.15|MAP2K4|protein_coding	8.482997279427822	-0.5693608930651871	0.061218699977389476	-9.300440768514767	1.3986465832660887e-20	2.835796764106526e-19
ENSG00000198554.12|WDHD1|protein_coding	3.0213197617006595	0.5957596030308295	0.06406322168910102	9.299557332942953	1.410316160300693e-20	2.8566783021523174e-19
ENSG00000159593.15|NAE1|protein_coding	9.818973965186354	0.408457004397961	0.04393433889843826	9.296987610128362	1.4448105461501452e-20	2.9237073993599487e-19
ENSG00000114473.14|IQCG|protein_coding	3.2824722888865314	0.6508005086816135	0.0700146864522743	9.295199931020665	1.469297987208267e-20	2.970376134566625e-19
ENSG00000135374.11|ELF5|protein_coding	9.199089976701005	2.024880515370277	0.21798277273083388	9.289176800547486	1.5548619614984926e-20	3.1403089015032056e-19
ENSG00000063046.18|EIF4B|protein_coding	61.8538359285417	-0.3820663990681881	0.04113687045108742	-9.287687538663713	1.576766917665522e-20	3.18146687946781e-19
ENSG00000104765.16|BNIP3L|protein_coding	34.96016815650778	-0.512706639258958	0.05520504264057707	-9.28731533814822	1.582288955501679e-20	3.1895211508241294e-19
ENSG00000166927.13|MS4A7|protein_coding	15.52556378738606	-1.1567519728730538	0.12459767222942725	-9.283897140093233	1.633904553314649e-20	3.29038382654466e-19
ENSG00000186432.10|KPNA4|protein_coding	9.408194131518693	0.3419895138033694	0.03683797779078454	9.28361257356863	1.638275897041995e-20	3.2960023669928864e-19
ENSG00000144218.19|AFF3|protein_coding	9.705783373828188	-1.2825342139209375	0.1381770072057051	-9.28182075916306	1.6660675657083752e-20	3.3486833434965924e-19
ENSG00000070814.22|TCOF1|protein_coding	5.5351885274647765	0.44442482670963057	0.04789618330765034	9.278919446565666	1.7120596359087093e-20	3.4378091513723727e-19
ENSG00000122574.11|WIPF3|protein_coding	1.1760197879748606	1.0137328657840834	0.10927836808685812	9.27661058205348	1.749555229599752e-20	3.509718926905451e-19
ENSG00000112796.10|ENPP5|protein_coding	15.572158440222598	-1.1123420433940538	0.11991447153283756	-9.276128470361048	1.7574865225899096e-20	3.5222395759943733e-19
ENSG00000123130.17|ACOT9|protein_coding	5.143453743085684	0.5250140441250151	0.05662886825646283	9.271137854059043	1.8417056541757648e-20	3.687480398653743e-19
ENSG00000173210.20|ABLIM3|protein_coding	5.665292355547705	-1.0248400917841756	0.11061072376672645	-9.265286916895343	1.9455354563282176e-20	3.8882485803291945e-19
ENSG00000040275.17|SPDL1|protein_coding	3.328251574718875	0.5430704730474734	0.058613515039680104	9.26527734567405	1.9457099598346447e-20	3.8882485803291945e-19
ENSG00000139629.16|GALNT6|protein_coding	32.642706361915785	-0.9662671750417923	0.10429380856848017	-9.264856546180624	1.953397336239172e-20	3.8998717125702163e-19
ENSG00000121957.15|GPSM2|protein_coding	1.2028547971381371	0.8698571745559336	0.0938895332775507	9.264687385169049	1.9564961101914968e-20	3.9023204234183125e-19
ENSG00000185761.11|ADAMTSL5|protein_coding	1.1928265145786408	-1.4205556003600242	0.15349714998318417	-9.25460570776492	2.150225431532472e-20	4.2846222437314837e-19
ENSG00000178409.14|BEND3|protein_coding	1.5540942231626897	0.7809012468098004	0.08438772510849563	9.25373027659901	2.1679165342748108e-20	4.3157482639818417e-19
ENSG00000105976.16|MET|protein_coding	4.34493934847241	1.0649140347057655	0.11509299014036024	9.252640264251216	2.1901452487174267e-20	4.355839448379516e-19
ENSG00000107281.10|NPDC1|protein_coding	25.79135201828436	-0.7361828048975962	0.07956680388104233	-9.252386284086999	2.1953569726054747e-20	4.362042457580163e-19
ENSG00000196177.13|ACADSB|protein_coding	19.966589367547535	-0.9202497555179958	0.09946483373726764	-9.252011197734452	2.2030762536169408e-20	4.373211271822657e-19
ENSG00000114554.11|PLXNA1|protein_coding	7.323752385553806	0.49356522439973116	0.05335054775821407	9.25136189110148	2.2165024779097783e-20	4.395676607713939e-19
ENSG00000030066.13|NUP160|protein_coding	8.276488918715806	0.45370097165053636	0.04905977352268496	9.24792226039828	2.2889872889311507e-20	4.535110462280606e-19
ENSG00000066322.15|ELOVL1|protein_coding	40.56094585014515	0.37496162027323493	0.04056105065551651	9.244376420565876	2.3661634792939072e-20	4.683565564949943e-19
ENSG00000204852.16|TCTN1|protein_coding	4.591796460868633	-0.5638517368922372	0.06101471026777487	-9.241242553109974	2.4365111239355684e-20	4.818235422788335e-19
ENSG00000048544.6|MRPS10|protein_coding	26.721370033311477	0.36538553024615533	0.03954636785684773	9.239420711626398	2.478353333691584e-20	4.896333510344425e-19
ENSG00000179456.10|ZBTB18|protein_coding	23.568935840008393	-1.2099996984959234	0.13098164479170166	-9.237933302946146	2.5130407620364018e-20	4.960161799538326e-19
ENSG00000108854.16|SMURF2|protein_coding	6.284405868138505	0.4848813828011472	0.05249343440182337	9.236991031859494	2.5352630936516616e-20	4.999289371899866e-19
ENSG00000111481.10|COPZ1|protein_coding	59.57834522266336	-0.31041199677191833	0.03360796441691846	-9.236262956040711	2.552566842376323e-20	5.027557218593599e-19
ENSG00000116711.10|PLA2G4A|protein_coding	2.5424941720080754	1.263427734586678	0.13679107905643975	9.236185161353905	2.5544226332536687e-20	5.027557218593599e-19
ENSG00000188610.12|FAM72B|protein_coding	0.3554876371061062	1.5569409211565708	0.1686519348837295	9.231681345547223	2.6641660488651985e-20	5.238604995895975e-19
ENSG00000138764.15|CCNG2|protein_coding	18.776282536134477	-0.5965972019731496	0.06463492151308828	-9.2302611035482	2.6997299101380626e-20	5.30353162271514e-19
ENSG00000105402.8|NAPA|protein_coding	12.177746568293866	-0.40243980967740267	0.04362351362363064	-9.225295631835648	2.827797536619474e-20	5.549885504308823e-19
ENSG00000114805.18|PLCH1|protein_coding	1.9137760519385247	1.3520463329696215	0.14664922189183338	9.219594318522017	2.982263726770078e-20	5.847537427758113e-19
ENSG00000262147.1|AC124283.2|lncRNA	0.8452872598104139	1.042263250800101	0.1130726962565705	9.217638610430999	3.0371482529667935e-20	5.949556488401023e-19
ENSG00000251141.6|MRPS30-DT|lncRNA	15.823782708285531	-2.091053596552628	0.22688623596078764	-9.216308727136807	3.0750389673097557e-20	6.018125558275797e-19
ENSG00000186868.16|MAPT|protein_coding	9.759887810969774	-1.2301502282845274	0.1334957055982277	-9.214904874819126	3.1155442805727954e-20	6.091678183862924e-19
ENSG00000096401.8|CDC5L|protein_coding	13.110870661157051	0.38190549710614374	0.04145841627708335	9.211772455409657	3.2078352044285995e-20	6.266252030544077e-19
ENSG00000169189.17|NSMCE1|protein_coding	19.22808946346428	-0.4998238380839223	0.054263531796117724	-9.211045089396155	3.229649403661297e-20	6.3029571648419855e-19
ENSG00000117335.20|CD46|protein_coding	48.40813343198275	-0.4938338730866949	0.05364175096336785	-9.20614752907555	3.3803972349819916e-20	6.590984056943839e-19
ENSG00000172167.8|MTBP|protein_coding	1.2818408516960313	0.8394239048854913	0.09118209363552023	9.206017008568573	3.3845084157286477e-20	6.592832608320767e-19
ENSG00000161202.20|DVL3|protein_coding	21.185905056597722	0.3023687527237674	0.032851524754221	9.204101026845546	3.445430619088959e-20	6.705239065702257e-19
ENSG00000007541.17|PIGQ|protein_coding	9.030685702575486	-0.6611233071071513	0.07183171619283774	-9.203779919893813	3.4557463470784347e-20	6.719041148521998e-19
ENSG00000112149.10|CD83|protein_coding	9.39955594334234	0.6726121355877378	0.07309897338512167	9.201389628881424	3.5335013026383215e-20	6.863818047613283e-19
ENSG00000166780.11|BMERB1|protein_coding	9.271196370566042	-1.0430818417404384	0.11338460116120141	-9.199501793523671	3.5961318505969106e-20	6.978973571880019e-19
ENSG00000123374.11|CDK2|protein_coding	8.266217336580818	0.3996832034794162	0.04345755670136647	9.197093297857876	3.677631131224781e-20	7.130499131917965e-19
ENSG00000172432.19|GTPBP2|protein_coding	11.650424278684001	0.427184312020204	0.046450706089377444	9.196508470683817	3.6976945770060914e-20	7.162736809343676e-19
ENSG00000165490.13|DDIAS|protein_coding	1.8324355359165907	0.7740362258383499	0.0841712665291645	9.195967433496492	3.716352073580519e-20	7.192193711201371e-19
ENSG00000164326.5|CARTPT|protein_coding	17.45059872162308	-9.449948243621908	1.0280003384524374	-9.192553630719576	3.836240862926282e-20	7.417325445823051e-19
ENSG00000007402.12|CACNA2D2|protein_coding	2.8691315831933526	-1.2444626009828337	0.1353990521557515	-9.191073210404092	3.8894126106015315e-20	7.513162839922866e-19
ENSG00000174871.11|CNIH2|protein_coding	2.5879047342578323	1.0721439153959014	0.11669998264904853	9.187181446463073	4.03269180636751e-20	7.782721788899816e-19
ENSG00000147041.12|SYTL5|protein_coding	3.0348902898262553	-1.5963736713900796	0.17377397577956552	-9.186494492219595	4.058519017140063e-20	7.82532024738671e-19
ENSG00000102524.11|TNFSF13B|protein_coding	5.104430221083267	0.8664353842618024	0.09438631202700687	9.179671984788305	4.3240656039809257e-20	8.32962101513627e-19
ENSG00000166394.15|CYB5R2|protein_coding	2.114934227370126	0.9077008027944575	0.09890908643765961	9.17712250195095	4.427644707168609e-20	8.521274111866604e-19
ENSG00000149679.11|CABLES2|protein_coding	5.6778598739840955	0.572844822494282	0.062423148937822436	9.176801110512276	4.440874898040608e-20	8.538851983381955e-19
ENSG00000165140.11|FBP1|protein_coding	27.594611791377748	-0.8670270164628424	0.09448546205861325	-9.176300751167304	4.461550185268723e-20	8.570699586318524e-19
ENSG00000276855.1|AC015922.3|lncRNA	9.723131054461936	-0.6027520277292667	0.0657525774851548	-9.166971863047532	4.8649271219518195e-20	9.336986740593165e-19
ENSG00000167972.14|ABCA3|protein_coding	16.091158742486677	-0.7441480342979924	0.08121161814143144	-9.163073601144674	5.0439785384264324e-20	9.671724441253186e-19
ENSG00000120278.16|PLEKHG1|protein_coding	2.480253759871175	0.7793444173472832	0.08505578030976615	9.16274490115751	5.059370541150925e-20	9.69232170856698e-19
ENSG00000204338.8|CYP21A1P|transcribed_unprocessed_pseudogene	2.054791575893467	-1.5440343082512864	0.16858270913886916	-9.158912655623512	5.2422852965557884e-20	1.0033512620395987e-18
ENSG00000270179.1|AP002840.2|lncRNA	1.9059427068422394	-0.9586843603225037	0.10482836355326369	-9.145276410190192	5.947756403746563e-20	1.137331070855868e-18
ENSG00000185924.7|RTN4RL1|protein_coding	8.424765054431543	-0.8457198783588458	0.09249122498650723	-9.14378502914434	6.030388624806305e-20	1.1520750697235363e-18
